dataset_uuid,Cell Ontology ID,Cell Type,Count,Total Count,Percentage
95099136c78367d5d55a215fc220d7a8,CL:4028003,Lung.alveolar capillary type 2 endothelial cell,401,11901,3.37
95099136c78367d5d55a215fc220d7a8,CL:0000186,Lung.myofibroblast cell,325,11901,2.73
95099136c78367d5d55a215fc220d7a8,CL:0009089,Lung.lung pericyte,265,11901,2.23
95099136c78367d5d55a215fc220d7a8,CL:4033008,Lung.vein endothelial cell of respiratory system,251,11901,2.11
95099136c78367d5d55a215fc220d7a8,CL:1001568,Lung.pulmonary artery endothelial cell,248,11901,2.08
95099136c78367d5d55a215fc220d7a8,CL:0002399,Lung.CD1c-positive myeloid dendritic cell,200,11901,1.68
95099136c78367d5d55a215fc220d7a8,CL:0000860,Lung.classical monocyte,199,11901,1.67
95099136c78367d5d55a215fc220d7a8,CL:0000097,Lung.mast cell,136,11901,1.14
95099136c78367d5d55a215fc220d7a8,CL:4028006,Lung.adventitial fibroblast,115,11901,0.97
95099136c78367d5d55a215fc220d7a8,CL:0000192,Lung.smooth muscle cell:activated,107,11901,0.9
95099136c78367d5d55a215fc220d7a8,CL:0009086,Lung.endothelial cell of lymphatic vessel:differentiating,104,11901,0.87
95099136c78367d5d55a215fc220d7a8,CL:0017000,Lung.pulmonary ionocyte,103,11901,0.87
95099136c78367d5d55a215fc220d7a8,CL:0002633,Lung.respiratory basal cell,87,11901,0.73
95099136c78367d5d55a215fc220d7a8,CL:0000236,Lung.B cell,80,11901,0.67
95099136c78367d5d55a215fc220d7a8,CL:0000192,Lung.smooth muscle cell,63,11901,0.53
95099136c78367d5d55a215fc220d7a8,CL:4033043,Lung.lung interstitial macrophage,44,11901,0.37
95099136c78367d5d55a215fc220d7a8,CL:0000158,Lung.club cell:non-nasal,34,11901,0.29
95099136c78367d5d55a215fc220d7a8,CL:0002063,Lung.type II pneumocyte:proliferating,20,11901,0.17
95099136c78367d5d55a215fc220d7a8,CL:0000623,Lung.natural killer cell,17,11901,0.14
95099136c78367d5d55a215fc220d7a8,CL:0000786,Lung.plasma cell,12,11901,0.1
95099136c78367d5d55a215fc220d7a8,CL:0000583,Lung.alveolar macrophage,6,11901,0.05
95099136c78367d5d55a215fc220d7a8,CL:0009086,Lung.endothelial cell of lymphatic vessel:mature,5,11901,0.04
95099136c78367d5d55a215fc220d7a8,CL:0000158,Lung.club cell:nasal,3,11901,0.03
95099136c78367d5d55a215fc220d7a8,CL:0002480,Lung.nasal mucosa goblet cell,2,11901,0.02
95099136c78367d5d55a215fc220d7a8,CL:4033023,Lung.airway submucosal gland collecting duct epithelial cell,1,11901,0.01
95099136c78367d5d55a215fc220d7a8,CL:0002241,Lung.pulmonary interstitial fibroblast,1,11901,0.01
4c031c4aba3b656a07a5ab14a305cbba,CL:0002063,Lung.type II pneumocyte,2979,10989,27.11
4c031c4aba3b656a07a5ab14a305cbba,CL:4028002,Lung.alveolar capillary type 1 endothelial cell,2419,10989,22.01
4c031c4aba3b656a07a5ab14a305cbba,CL:0002062,Lung.type I pneumocyte,1602,10989,14.58
4c031c4aba3b656a07a5ab14a305cbba,CL:4028004,Lung.alveolar fibroblast,1045,10989,9.51
4c031c4aba3b656a07a5ab14a305cbba,CL:0000625,"Lung.CD8-positive, alpha-beta T cell",642,10989,5.84
4c031c4aba3b656a07a5ab14a305cbba,CL:0000624,"Lung.CD4-positive, alpha-beta T cell",385,10989,3.5
4c031c4aba3b656a07a5ab14a305cbba,CL:4033008,Lung.vein endothelial cell of respiratory system,248,10989,2.26
4c031c4aba3b656a07a5ab14a305cbba,CL:0009089,Lung.lung pericyte,200,10989,1.82
4c031c4aba3b656a07a5ab14a305cbba,other,Lung.other,174,10989,1.58
4c031c4aba3b656a07a5ab14a305cbba,CL:0002145,Lung.ciliated columnar cell of tracheobronchial tree:non-nasal,171,10989,1.56
4c031c4aba3b656a07a5ab14a305cbba,CL:0017000,Lung.pulmonary ionocyte,167,10989,1.52
4c031c4aba3b656a07a5ab14a305cbba,CL:0000860,Lung.classical monocyte,147,10989,1.34
4c031c4aba3b656a07a5ab14a305cbba,CL:4028003,Lung.alveolar capillary type 2 endothelial cell,135,10989,1.23
4c031c4aba3b656a07a5ab14a305cbba,CL:0000186,Lung.myofibroblast cell,114,10989,1.04
4c031c4aba3b656a07a5ab14a305cbba,CL:1001568,Lung.pulmonary artery endothelial cell,110,10989,1.0
4c031c4aba3b656a07a5ab14a305cbba,CL:0002399,Lung.CD1c-positive myeloid dendritic cell,91,10989,0.83
4c031c4aba3b656a07a5ab14a305cbba,CL:0000236,Lung.B cell,90,10989,0.82
4c031c4aba3b656a07a5ab14a305cbba,CL:4028006,Lung.adventitial fibroblast,62,10989,0.56
4c031c4aba3b656a07a5ab14a305cbba,CL:0000097,Lung.mast cell,51,10989,0.46
4c031c4aba3b656a07a5ab14a305cbba,CL:0009086,Lung.endothelial cell of lymphatic vessel:mature,45,10989,0.41
4c031c4aba3b656a07a5ab14a305cbba,CL:0009086,Lung.endothelial cell of lymphatic vessel:differentiating,38,10989,0.35
4c031c4aba3b656a07a5ab14a305cbba,CL:0000192,Lung.smooth muscle cell:activated,24,10989,0.22
4c031c4aba3b656a07a5ab14a305cbba,CL:0000786,Lung.plasma cell,21,10989,0.19
4c031c4aba3b656a07a5ab14a305cbba,CL:0000192,Lung.smooth muscle cell,20,10989,0.18
4c031c4aba3b656a07a5ab14a305cbba,CL:0000583,Lung.alveolar macrophage,3,10989,0.03
4c031c4aba3b656a07a5ab14a305cbba,CL:0002633,Lung.respiratory basal cell,3,10989,0.03
4c031c4aba3b656a07a5ab14a305cbba,CL:0000784,Lung.plasmacytoid dendritic cell,1,10989,0.01
4c031c4aba3b656a07a5ab14a305cbba,CL:4033048,Lung.respiratory suprabasal cell,1,10989,0.01
4c031c4aba3b656a07a5ab14a305cbba,CL:0002063,Lung.type II pneumocyte:proliferating,1,10989,0.01
2e5d99a013d0478aa07e33090bd86946,CL:0002063,Lung.type II pneumocyte,3175,8981,35.35
2e5d99a013d0478aa07e33090bd86946,CL:4028002,Lung.alveolar capillary type 1 endothelial cell,1281,8981,14.26
2e5d99a013d0478aa07e33090bd86946,CL:4028004,Lung.alveolar fibroblast,801,8981,8.92
2e5d99a013d0478aa07e33090bd86946,other,Lung.other,734,8981,8.17
2e5d99a013d0478aa07e33090bd86946,CL:0002062,Lung.type I pneumocyte,701,8981,7.81
2e5d99a013d0478aa07e33090bd86946,CL:4028003,Lung.alveolar capillary type 2 endothelial cell,288,8981,3.21
2e5d99a013d0478aa07e33090bd86946,CL:0000625,"Lung.CD8-positive, alpha-beta T cell",260,8981,2.9
2e5d99a013d0478aa07e33090bd86946,CL:0000624,"Lung.CD4-positive, alpha-beta T cell",236,8981,2.63
2e5d99a013d0478aa07e33090bd86946,CL:0002145,Lung.ciliated columnar cell of tracheobronchial tree:non-nasal,192,8981,2.14
2e5d99a013d0478aa07e33090bd86946,CL:4033008,Lung.vein endothelial cell of respiratory system,178,8981,1.98
2e5d99a013d0478aa07e33090bd86946,CL:1001568,Lung.pulmonary artery endothelial cell,135,8981,1.5
2e5d99a013d0478aa07e33090bd86946,CL:0002633,Lung.respiratory basal cell,127,8981,1.41
2e5d99a013d0478aa07e33090bd86946,CL:0002399,Lung.CD1c-positive myeloid dendritic cell,123,8981,1.37
2e5d99a013d0478aa07e33090bd86946,CL:0000186,Lung.myofibroblast cell,117,8981,1.3
2e5d99a013d0478aa07e33090bd86946,CL:4028006,Lung.adventitial fibroblast,107,8981,1.19
2e5d99a013d0478aa07e33090bd86946,CL:0009089,Lung.lung pericyte,95,8981,1.06
2e5d99a013d0478aa07e33090bd86946,CL:0009086,Lung.endothelial cell of lymphatic vessel:differentiating,78,8981,0.87
2e5d99a013d0478aa07e33090bd86946,CL:0000192,Lung.smooth muscle cell,77,8981,0.86
2e5d99a013d0478aa07e33090bd86946,CL:0002063,Lung.type II pneumocyte:proliferating,73,8981,0.81
2e5d99a013d0478aa07e33090bd86946,CL:0000860,Lung.classical monocyte,37,8981,0.41
2e5d99a013d0478aa07e33090bd86946,CL:4033043,Lung.lung interstitial macrophage,30,8981,0.33
2e5d99a013d0478aa07e33090bd86946,CL:0000583,Lung.alveolar macrophage,28,8981,0.31
2e5d99a013d0478aa07e33090bd86946,CL:0017000,Lung.pulmonary ionocyte,25,8981,0.28
2e5d99a013d0478aa07e33090bd86946,CL:0002241,Lung.pulmonary interstitial fibroblast,24,8981,0.27
2e5d99a013d0478aa07e33090bd86946,CL:0000236,Lung.B cell,21,8981,0.23
2e5d99a013d0478aa07e33090bd86946,CL:0000097,Lung.mast cell,18,8981,0.2
2e5d99a013d0478aa07e33090bd86946,CL:0000158,Lung.club cell:non-nasal,14,8981,0.16
2e5d99a013d0478aa07e33090bd86946,CL:0000786,Lung.plasma cell,3,8981,0.03
2e5d99a013d0478aa07e33090bd86946,CL:0009086,Lung.endothelial cell of lymphatic vessel:mature,3,8981,0.03
d36873ebd1b3c848746b64122808b6d5,CL:4028002,Lung.alveolar capillary type 1 endothelial cell,1770,8920,19.84
d36873ebd1b3c848746b64122808b6d5,CL:0002063,Lung.type II pneumocyte,1168,8920,13.09
d36873ebd1b3c848746b64122808b6d5,CL:0002062,Lung.type I pneumocyte,1045,8920,11.72
d36873ebd1b3c848746b64122808b6d5,CL:4028004,Lung.alveolar fibroblast,807,8920,9.05
d36873ebd1b3c848746b64122808b6d5,CL:0002145,Lung.ciliated columnar cell of tracheobronchial tree:non-nasal,664,8920,7.44
d36873ebd1b3c848746b64122808b6d5,CL:0000625,"Lung.CD8-positive, alpha-beta T cell",540,8920,6.05
d36873ebd1b3c848746b64122808b6d5,CL:4028003,Lung.alveolar capillary type 2 endothelial cell,370,8920,4.15
d36873ebd1b3c848746b64122808b6d5,CL:0000624,"Lung.CD4-positive, alpha-beta T cell",355,8920,3.98
d36873ebd1b3c848746b64122808b6d5,CL:0000236,Lung.B cell,255,8920,2.86
d36873ebd1b3c848746b64122808b6d5,other,Lung.other,239,8920,2.68
d36873ebd1b3c848746b64122808b6d5,CL:4033008,Lung.vein endothelial cell of respiratory system,238,8920,2.67
d36873ebd1b3c848746b64122808b6d5,CL:0002633,Lung.respiratory basal cell,205,8920,2.3
d36873ebd1b3c848746b64122808b6d5,CL:0000186,Lung.myofibroblast cell,199,8920,2.23
d36873ebd1b3c848746b64122808b6d5,CL:0009089,Lung.lung pericyte,178,8920,2.0
d36873ebd1b3c848746b64122808b6d5,CL:0000192,Lung.smooth muscle cell,139,8920,1.56
d36873ebd1b3c848746b64122808b6d5,CL:4028006,Lung.adventitial fibroblast,132,8920,1.48
d36873ebd1b3c848746b64122808b6d5,CL:0017000,Lung.pulmonary ionocyte,89,8920,1.0
d36873ebd1b3c848746b64122808b6d5,CL:0002399,Lung.CD1c-positive myeloid dendritic cell,82,8920,0.92
d36873ebd1b3c848746b64122808b6d5,CL:1001568,Lung.pulmonary artery endothelial cell,82,8920,0.92
d36873ebd1b3c848746b64122808b6d5,CL:0000158,Lung.club cell:non-nasal,77,8920,0.86
d36873ebd1b3c848746b64122808b6d5,CL:0000786,Lung.plasma cell,74,8920,0.83
d36873ebd1b3c848746b64122808b6d5,CL:0009086,Lung.endothelial cell of lymphatic vessel:differentiating,62,8920,0.7
d36873ebd1b3c848746b64122808b6d5,CL:0000860,Lung.classical monocyte,28,8920,0.31
d36873ebd1b3c848746b64122808b6d5,CL:4033005,Lung.serous secreting cell of bronchus submucosal gland,25,8920,0.28
d36873ebd1b3c848746b64122808b6d5,CL:0000097,Lung.mast cell,24,8920,0.27
d36873ebd1b3c848746b64122808b6d5,CL:0000623,Lung.natural killer cell,18,8920,0.2
d36873ebd1b3c848746b64122808b6d5,CL:0019003,Lung.tracheobronchial goblet cell,10,8920,0.11
d36873ebd1b3c848746b64122808b6d5,CL:4033048,Lung.respiratory suprabasal cell,9,8920,0.1
d36873ebd1b3c848746b64122808b6d5,CL:0000192,Lung.smooth muscle cell:activated,8,8920,0.09
d36873ebd1b3c848746b64122808b6d5,CL:0000784,Lung.plasmacytoid dendritic cell,6,8920,0.07
d36873ebd1b3c848746b64122808b6d5,CL:4033023,Lung.airway submucosal gland collecting duct epithelial cell,6,8920,0.07
d36873ebd1b3c848746b64122808b6d5,CL:0009086,Lung.endothelial cell of lymphatic vessel:mature,4,8920,0.04
d36873ebd1b3c848746b64122808b6d5,CL:4033043,Lung.lung interstitial macrophage,4,8920,0.04
d36873ebd1b3c848746b64122808b6d5,CL:0000583,Lung.alveolar macrophage,2,8920,0.02
d36873ebd1b3c848746b64122808b6d5,CL:0002063,Lung.type II pneumocyte:proliferating,2,8920,0.02
d36873ebd1b3c848746b64122808b6d5,CL:0000158,Lung.club cell:nasal,2,8920,0.02
d36873ebd1b3c848746b64122808b6d5,CL:0000084,Lung.T cell:proliferating,1,8920,0.01
d36873ebd1b3c848746b64122808b6d5,CL:0005012,Lung.multi-ciliated epithelial cell:nasal,1,8920,0.01
146b7acebdca53ce2ba64c4234215195,CL:4028002,Lung.alveolar capillary type 1 endothelial cell,2417,9227,26.19
146b7acebdca53ce2ba64c4234215195,CL:0002062,Lung.type I pneumocyte,1321,9227,14.32
146b7acebdca53ce2ba64c4234215195,CL:0002063,Lung.type II pneumocyte,907,9227,9.83
146b7acebdca53ce2ba64c4234215195,CL:0000625,"Lung.CD8-positive, alpha-beta T cell",905,9227,9.81
146b7acebdca53ce2ba64c4234215195,CL:4028004,Lung.alveolar fibroblast,878,9227,9.52
146b7acebdca53ce2ba64c4234215195,CL:4028006,Lung.adventitial fibroblast,537,9227,5.82
146b7acebdca53ce2ba64c4234215195,CL:4033008,Lung.vein endothelial cell of respiratory system,291,9227,3.15
146b7acebdca53ce2ba64c4234215195,CL:0002145,Lung.ciliated columnar cell of tracheobronchial tree:non-nasal,288,9227,3.12
146b7acebdca53ce2ba64c4234215195,CL:4028003,Lung.alveolar capillary type 2 endothelial cell,257,9227,2.79
146b7acebdca53ce2ba64c4234215195,CL:0009089,Lung.lung pericyte,233,9227,2.53
146b7acebdca53ce2ba64c4234215195,CL:0000860,Lung.classical monocyte,200,9227,2.17
146b7acebdca53ce2ba64c4234215195,CL:0000236,Lung.B cell,113,9227,1.22
146b7acebdca53ce2ba64c4234215195,CL:0000624,"Lung.CD4-positive, alpha-beta T cell",111,9227,1.2
146b7acebdca53ce2ba64c4234215195,CL:1001568,Lung.pulmonary artery endothelial cell,107,9227,1.16
146b7acebdca53ce2ba64c4234215195,CL:0000192,Lung.smooth muscle cell,107,9227,1.16
146b7acebdca53ce2ba64c4234215195,CL:0000186,Lung.myofibroblast cell,100,9227,1.08
146b7acebdca53ce2ba64c4234215195,CL:0002633,Lung.respiratory basal cell,81,9227,0.88
146b7acebdca53ce2ba64c4234215195,CL:0002399,Lung.CD1c-positive myeloid dendritic cell,77,9227,0.83
146b7acebdca53ce2ba64c4234215195,CL:0017000,Lung.pulmonary ionocyte,67,9227,0.73
146b7acebdca53ce2ba64c4234215195,CL:0009086,Lung.endothelial cell of lymphatic vessel:differentiating,46,9227,0.5
146b7acebdca53ce2ba64c4234215195,other,Lung.other,43,9227,0.47
146b7acebdca53ce2ba64c4234215195,CL:0002241,Lung.pulmonary interstitial fibroblast,30,9227,0.33
146b7acebdca53ce2ba64c4234215195,CL:0000097,Lung.mast cell,29,9227,0.31
146b7acebdca53ce2ba64c4234215195,CL:0009086,Lung.endothelial cell of lymphatic vessel:mature,26,9227,0.28
146b7acebdca53ce2ba64c4234215195,CL:4033005,Lung.serous secreting cell of bronchus submucosal gland,18,9227,0.2
146b7acebdca53ce2ba64c4234215195,CL:0000158,Lung.club cell:non-nasal,13,9227,0.14
146b7acebdca53ce2ba64c4234215195,CL:0000784,Lung.plasmacytoid dendritic cell,9,9227,0.1
146b7acebdca53ce2ba64c4234215195,CL:0000786,Lung.plasma cell,6,9227,0.07
146b7acebdca53ce2ba64c4234215195,CL:4033044,Lung.deuterosomal cell,3,9227,0.03
146b7acebdca53ce2ba64c4234215195,CL:0000158,Lung.club cell:nasal,2,9227,0.02
146b7acebdca53ce2ba64c4234215195,CL:4033043,Lung.lung interstitial macrophage,2,9227,0.02
146b7acebdca53ce2ba64c4234215195,CL:0000583,Lung.alveolar macrophage,1,9227,0.01
146b7acebdca53ce2ba64c4234215195,CL:4033023,Lung.airway submucosal gland collecting duct epithelial cell,1,9227,0.01
146b7acebdca53ce2ba64c4234215195,CL:0000623,Lung.natural killer cell,1,9227,0.01
f189d4257178cd8370a4d2f376420c49,CL:4028002,Lung.alveolar capillary type 1 endothelial cell,2077,4950,41.96
f189d4257178cd8370a4d2f376420c49,CL:4028004,Lung.alveolar fibroblast,409,4950,8.26
f189d4257178cd8370a4d2f376420c49,other,Lung.other,348,4950,7.03
f189d4257178cd8370a4d2f376420c49,CL:0000625,"Lung.CD8-positive, alpha-beta T cell",298,4950,6.02
f189d4257178cd8370a4d2f376420c49,CL:0002145,Lung.ciliated columnar cell of tracheobronchial tree:non-nasal,286,4950,5.78
f189d4257178cd8370a4d2f376420c49,CL:0002063,Lung.type II pneumocyte,231,4950,4.67
f189d4257178cd8370a4d2f376420c49,CL:0009089,Lung.lung pericyte,200,4950,4.04
f189d4257178cd8370a4d2f376420c49,CL:0002062,Lung.type I pneumocyte,172,4950,3.47
f189d4257178cd8370a4d2f376420c49,CL:0000860,Lung.classical monocyte,145,4950,2.93
f189d4257178cd8370a4d2f376420c49,CL:4028003,Lung.alveolar capillary type 2 endothelial cell,142,4950,2.87
f189d4257178cd8370a4d2f376420c49,CL:4033008,Lung.vein endothelial cell of respiratory system,137,4950,2.77
f189d4257178cd8370a4d2f376420c49,CL:1001568,Lung.pulmonary artery endothelial cell,121,4950,2.44
f189d4257178cd8370a4d2f376420c49,CL:0000192,Lung.smooth muscle cell,76,4950,1.54
f189d4257178cd8370a4d2f376420c49,CL:4028006,Lung.adventitial fibroblast,69,4950,1.39
f189d4257178cd8370a4d2f376420c49,CL:0000186,Lung.myofibroblast cell,39,4950,0.79
f189d4257178cd8370a4d2f376420c49,CL:0009086,Lung.endothelial cell of lymphatic vessel:mature,31,4950,0.63
f189d4257178cd8370a4d2f376420c49,CL:0000624,"Lung.CD4-positive, alpha-beta T cell",31,4950,0.63
f189d4257178cd8370a4d2f376420c49,CL:0002633,Lung.respiratory basal cell,20,4950,0.4
f189d4257178cd8370a4d2f376420c49,CL:0019003,Lung.tracheobronchial goblet cell,19,4950,0.38
f189d4257178cd8370a4d2f376420c49,CL:0000097,Lung.mast cell,14,4950,0.28
f189d4257178cd8370a4d2f376420c49,CL:0000158,Lung.club cell:non-nasal,13,4950,0.26
f189d4257178cd8370a4d2f376420c49,CL:0000192,Lung.smooth muscle cell:activated,12,4950,0.24
f189d4257178cd8370a4d2f376420c49,CL:0009086,Lung.endothelial cell of lymphatic vessel:differentiating,11,4950,0.22
f189d4257178cd8370a4d2f376420c49,CL:0000786,Lung.plasma cell,11,4950,0.22
f189d4257178cd8370a4d2f376420c49,CL:0017000,Lung.pulmonary ionocyte,11,4950,0.22
f189d4257178cd8370a4d2f376420c49,CL:0000236,Lung.B cell,10,4950,0.2
f189d4257178cd8370a4d2f376420c49,CL:0002480,Lung.nasal mucosa goblet cell,9,4950,0.18
f189d4257178cd8370a4d2f376420c49,CL:0002399,Lung.CD1c-positive myeloid dendritic cell,5,4950,0.1
f189d4257178cd8370a4d2f376420c49,CL:0000583,Lung.alveolar macrophage,1,4950,0.02
f189d4257178cd8370a4d2f376420c49,CL:0000784,Lung.plasmacytoid dendritic cell,1,4950,0.02
f189d4257178cd8370a4d2f376420c49,CL:4033005,Lung.serous secreting cell of bronchus submucosal gland,1,4950,0.02
ab3942cee59a994d73f6f89f8f5eb84a,CL:4028002,Lung.alveolar capillary type 1 endothelial cell,2834,11980,23.66
ab3942cee59a994d73f6f89f8f5eb84a,CL:0002062,Lung.type I pneumocyte,2175,11980,18.16
ab3942cee59a994d73f6f89f8f5eb84a,CL:0002063,Lung.type II pneumocyte,1846,11980,15.41
ab3942cee59a994d73f6f89f8f5eb84a,CL:4028004,Lung.alveolar fibroblast,1562,11980,13.04
ab3942cee59a994d73f6f89f8f5eb84a,other,Lung.other,519,11980,4.33
ab3942cee59a994d73f6f89f8f5eb84a,CL:4033008,Lung.vein endothelial cell of respiratory system,366,11980,3.06
ab3942cee59a994d73f6f89f8f5eb84a,CL:0000624,"Lung.CD4-positive, alpha-beta T cell",341,11980,2.85
ab3942cee59a994d73f6f89f8f5eb84a,CL:1001568,Lung.pulmonary artery endothelial cell,332,11980,2.77
ab3942cee59a994d73f6f89f8f5eb84a,CL:4028003,Lung.alveolar capillary type 2 endothelial cell,302,11980,2.52
ab3942cee59a994d73f6f89f8f5eb84a,CL:0000186,Lung.myofibroblast cell,286,11980,2.39
ab3942cee59a994d73f6f89f8f5eb84a,CL:0000625,"Lung.CD8-positive, alpha-beta T cell",232,11980,1.94
ab3942cee59a994d73f6f89f8f5eb84a,CL:0009089,Lung.lung pericyte,231,11980,1.93
ab3942cee59a994d73f6f89f8f5eb84a,CL:0002145,Lung.ciliated columnar cell of tracheobronchial tree:non-nasal,226,11980,1.89
ab3942cee59a994d73f6f89f8f5eb84a,CL:0009086,Lung.endothelial cell of lymphatic vessel:differentiating,116,11980,0.97
ab3942cee59a994d73f6f89f8f5eb84a,CL:0000097,Lung.mast cell,115,11980,0.96
ab3942cee59a994d73f6f89f8f5eb84a,CL:0000192,Lung.smooth muscle cell,79,11980,0.66
ab3942cee59a994d73f6f89f8f5eb84a,CL:0017000,Lung.pulmonary ionocyte,74,11980,0.62
ab3942cee59a994d73f6f89f8f5eb84a,CL:0002399,Lung.CD1c-positive myeloid dendritic cell,69,11980,0.58
ab3942cee59a994d73f6f89f8f5eb84a,CL:0000583,Lung.alveolar macrophage,55,11980,0.46
ab3942cee59a994d73f6f89f8f5eb84a,CL:0000192,Lung.smooth muscle cell:activated,52,11980,0.43
ab3942cee59a994d73f6f89f8f5eb84a,CL:4033043,Lung.lung interstitial macrophage,43,11980,0.36
ab3942cee59a994d73f6f89f8f5eb84a,CL:0002633,Lung.respiratory basal cell,42,11980,0.35
ab3942cee59a994d73f6f89f8f5eb84a,CL:4028006,Lung.adventitial fibroblast,30,11980,0.25
ab3942cee59a994d73f6f89f8f5eb84a,CL:0009086,Lung.endothelial cell of lymphatic vessel:mature,20,11980,0.17
ab3942cee59a994d73f6f89f8f5eb84a,CL:0000860,Lung.classical monocyte,17,11980,0.14
ab3942cee59a994d73f6f89f8f5eb84a,CL:0000236,Lung.B cell,10,11980,0.08
ab3942cee59a994d73f6f89f8f5eb84a,CL:0000158,Lung.club cell:non-nasal,4,11980,0.03
ab3942cee59a994d73f6f89f8f5eb84a,CL:0000786,Lung.plasma cell,2,11980,0.02
2de7b69ad82967808cfb149374940f28,CL:4028002,Lung.alveolar capillary type 1 endothelial cell,4282,19998,21.41
2de7b69ad82967808cfb149374940f28,CL:4028004,Lung.alveolar fibroblast,3158,19998,15.79
2de7b69ad82967808cfb149374940f28,CL:0002063,Lung.type II pneumocyte,2033,19998,10.17
2de7b69ad82967808cfb149374940f28,CL:0002062,Lung.type I pneumocyte,1677,19998,8.39
2de7b69ad82967808cfb149374940f28,CL:0002145,Lung.ciliated columnar cell of tracheobronchial tree:non-nasal,1647,19998,8.24
2de7b69ad82967808cfb149374940f28,CL:4033008,Lung.vein endothelial cell of respiratory system,1328,19998,6.64
2de7b69ad82967808cfb149374940f28,CL:0000186,Lung.myofibroblast cell,957,19998,4.79
2de7b69ad82967808cfb149374940f28,CL:4028003,Lung.alveolar capillary type 2 endothelial cell,894,19998,4.47
2de7b69ad82967808cfb149374940f28,CL:0000625,"Lung.CD8-positive, alpha-beta T cell",860,19998,4.3
2de7b69ad82967808cfb149374940f28,CL:1001568,Lung.pulmonary artery endothelial cell,737,19998,3.69
2de7b69ad82967808cfb149374940f28,CL:0009089,Lung.lung pericyte,648,19998,3.24
2de7b69ad82967808cfb149374940f28,other,Lung.other,280,19998,1.4
2de7b69ad82967808cfb149374940f28,CL:0000624,"Lung.CD4-positive, alpha-beta T cell",242,19998,1.21
2de7b69ad82967808cfb149374940f28,CL:0000192,Lung.smooth muscle cell,223,19998,1.12
2de7b69ad82967808cfb149374940f28,CL:0009086,Lung.endothelial cell of lymphatic vessel:differentiating,219,19998,1.1
2de7b69ad82967808cfb149374940f28,CL:0000192,Lung.smooth muscle cell:activated,144,19998,0.72
2de7b69ad82967808cfb149374940f28,CL:0017000,Lung.pulmonary ionocyte,129,19998,0.65
2de7b69ad82967808cfb149374940f28,CL:0002399,Lung.CD1c-positive myeloid dendritic cell,97,19998,0.49
2de7b69ad82967808cfb149374940f28,CL:0000097,Lung.mast cell,92,19998,0.46
2de7b69ad82967808cfb149374940f28,CL:0000236,Lung.B cell,81,19998,0.41
2de7b69ad82967808cfb149374940f28,CL:0002633,Lung.respiratory basal cell,75,19998,0.38
2de7b69ad82967808cfb149374940f28,CL:4028006,Lung.adventitial fibroblast,63,19998,0.32
2de7b69ad82967808cfb149374940f28,CL:0009086,Lung.endothelial cell of lymphatic vessel:mature,30,19998,0.15
2de7b69ad82967808cfb149374940f28,CL:4033043,Lung.lung interstitial macrophage,26,19998,0.13
2de7b69ad82967808cfb149374940f28,CL:0000158,Lung.club cell:non-nasal,24,19998,0.12
2de7b69ad82967808cfb149374940f28,CL:4033044,Lung.deuterosomal cell,18,19998,0.09
2de7b69ad82967808cfb149374940f28,CL:0000860,Lung.classical monocyte,16,19998,0.08
2de7b69ad82967808cfb149374940f28,CL:0000786,Lung.plasma cell,9,19998,0.05
2de7b69ad82967808cfb149374940f28,CL:0000583,Lung.alveolar macrophage,7,19998,0.04
2de7b69ad82967808cfb149374940f28,CL:0000084,Lung.T cell:proliferating,1,19998,0.01
2de7b69ad82967808cfb149374940f28,CL:0000784,Lung.plasmacytoid dendritic cell,1,19998,0.01
c539c3b74724edb20bdd72c137c92f12,CL:4028002,Lung.alveolar capillary type 1 endothelial cell,1461,6238,23.42
c539c3b74724edb20bdd72c137c92f12,CL:0002063,Lung.type II pneumocyte,781,6238,12.52
c539c3b74724edb20bdd72c137c92f12,CL:4028004,Lung.alveolar fibroblast,598,6238,9.59
c539c3b74724edb20bdd72c137c92f12,CL:0002062,Lung.type I pneumocyte,556,6238,8.91
c539c3b74724edb20bdd72c137c92f12,CL:0002145,Lung.ciliated columnar cell of tracheobronchial tree:non-nasal,470,6238,7.53
c539c3b74724edb20bdd72c137c92f12,CL:0000625,"Lung.CD8-positive, alpha-beta T cell",325,6238,5.21
c539c3b74724edb20bdd72c137c92f12,CL:4033008,Lung.vein endothelial cell of respiratory system,239,6238,3.83
c539c3b74724edb20bdd72c137c92f12,CL:1001568,Lung.pulmonary artery endothelial cell,235,6238,3.77
c539c3b74724edb20bdd72c137c92f12,CL:4028003,Lung.alveolar capillary type 2 endothelial cell,204,6238,3.27
c539c3b74724edb20bdd72c137c92f12,CL:0009089,Lung.lung pericyte,183,6238,2.93
c539c3b74724edb20bdd72c137c92f12,other,Lung.other,178,6238,2.85
c539c3b74724edb20bdd72c137c92f12,CL:0000186,Lung.myofibroblast cell,176,6238,2.82
c539c3b74724edb20bdd72c137c92f12,CL:0000624,"Lung.CD4-positive, alpha-beta T cell",134,6238,2.15
c539c3b74724edb20bdd72c137c92f12,CL:4028006,Lung.adventitial fibroblast,128,6238,2.05
c539c3b74724edb20bdd72c137c92f12,CL:0002399,Lung.CD1c-positive myeloid dendritic cell,96,6238,1.54
c539c3b74724edb20bdd72c137c92f12,CL:0002633,Lung.respiratory basal cell,93,6238,1.49
c539c3b74724edb20bdd72c137c92f12,CL:0000192,Lung.smooth muscle cell,82,6238,1.31
